id,group,start,end,name_fr,name_en,wiki_fr,wiki_en,description_en,description_fr,type,background,foreground,border
egypt:pharao-pami,egypt-pharaohs,-785,-778,Pamy Ier,Pami,https://fr.wikipedia.org/wiki/Pamy_Ier,https://en.wikipedia.org/wiki/Pami,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shoshenqv,egypt-pharaohs,-778,-740,Chéchonq V,Shoshenq V,https://fr.wikipedia.org/wiki/Ch%C3%A9chonq_V,https://en.wikipedia.org/wiki/Shoshenq_V,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-osorkoniv,egypt-pharaohs,-740,-720,Osorkon IV,Osorkon IV,https://fr.wikipedia.org/wiki/Osorkon_IV,https://en.wikipedia.org/wiki/Osorkon_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-takelotii,egypt-pharaohs,-840,-815,Takelot II,Takelot II,https://fr.wikipedia.org/wiki/Takelot_II,https://en.wikipedia.org/wiki/Takelot_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-pedubasti,egypt-pharaohs,-829,-804,Pétoubastis Ier,Pedubast I,https://fr.wikipedia.org/wiki/P%C3%A9toubastis_Ier,https://en.wikipedia.org/wiki/Pedubast_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-iuputi,egypt-pharaohs,-829,-804,Ioupout Ier,Iuput I,https://fr.wikipedia.org/wiki/Ioupout_Ier,https://en.wikipedia.org/wiki/Iuput_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shoshenqvi,egypt-pharaohs,-804,-798,Sheshonq IV,Shoshenq VI,https://fr.wikipedia.org/wiki/Sheshonq_IV,https://en.wikipedia.org/wiki/Shoshenq_VI,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-osorkoniii,egypt-pharaohs,-798,-769,Osorkon III,Osorkon III,https://fr.wikipedia.org/wiki/Osorkon_III,https://en.wikipedia.org/wiki/Osorkon_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-takelotiii,egypt-pharaohs,-774,-759,Takelot III,Takelot III,https://fr.wikipedia.org/wiki/Takelot_III,https://en.wikipedia.org/wiki/Takelot_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-rudamun,egypt-pharaohs,-759,-755,Roudamon,Rudamun,https://fr.wikipedia.org/wiki/Roudamon,https://en.wikipedia.org/wiki/Rudamun,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-tefnakht,egypt-pharaohs,-732,-725,Tefnakht,Tefnakht,https://fr.wikipedia.org/wiki/Tefnakht,https://en.wikipedia.org/wiki/Tefnakht,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-bakenranef,egypt-pharaohs,-725,-720,Bocchoris,Bakenranef,https://fr.wikipedia.org/wiki/Bocchoris,https://en.wikipedia.org/wiki/Bakenranef,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-piye,egypt-pharaohs,-744,-714,Piânkhy,Piye,https://fr.wikipedia.org/wiki/Piânkhy,https://en.wikipedia.org/wiki/Piye,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shabaka,egypt-pharaohs,-714,-705,Chabaka,Shabaka,https://fr.wikipedia.org/wiki/Chabaka,https://en.wikipedia.org/wiki/Shabaka,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-shebitku,egypt-pharaohs,-705,-690,Chabataka,Shebitku,https://fr.wikipedia.org/wiki/Chabataka,https://en.wikipedia.org/wiki/Shebitku,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-taharqa,egypt-pharaohs,-690,-664,Taharqa,Taharqa,https://fr.wikipedia.org/wiki/Taharqa,https://en.wikipedia.org/wiki/Taharqa,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-tantamani,egypt-pharaohs,-664,-656,Tanoutamon,Tantamani,https://fr.wikipedia.org/wiki/Tanoutamon,https://en.wikipedia.org/wiki/Tantamani,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nechoi,egypt-pharaohs,-672,-664,Nékao Ier,Necho I,https://fr.wikipedia.org/wiki/N%C3%A9kao_Ier,https://en.wikipedia.org/wiki/Necho_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-psamtiki,egypt-pharaohs,-664,-610,Psammétique Ier,Psamtik I,https://fr.wikipedia.org/wiki/Psamm%C3%A9tique_Ier,https://en.wikipedia.org/wiki/Psamtik_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nechoii,egypt-pharaohs,-610,-595,Nékao II,Necho II,https://fr.wikipedia.org/wiki/N%C3%A9kao_II,https://en.wikipedia.org/wiki/Necho_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-psamtikii,egypt-pharaohs,-595,-589,Psammétique II,Psamtik II,https://fr.wikipedia.org/wiki/Psamm%C3%A9tique_II,https://en.wikipedia.org/wiki/Psamtik_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-apries,egypt-pharaohs,-589,-570,Apriès,Apries,https://fr.wikipedia.org/wiki/Apri%C3%A8s,https://en.wikipedia.org/wiki/Apries,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amasisii,egypt-pharaohs,-570,-526,Amasis,Amasis II,https://fr.wikipedia.org/wiki/Amasis,https://en.wikipedia.org/wiki/Amasis_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-psamtikiii,egypt-pharaohs,-526,-525,Psammétique III,Psamtik III,https://fr.wikipedia.org/wiki/Psamm%C3%A9tique_III,https://en.wikipedia.org/wiki/Psamtik_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-cambysesii,egypt-pharaohs,-525,-522,Cambyse II,Cambyses II,https://fr.wikipedia.org/wiki/Cambyse_II,https://en.wikipedia.org/wiki/Cambyses_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-dariusi,egypt-pharaohs,-522,-486,Darius Ier,Darius I,https://fr.wikipedia.org/wiki/Darius_Ier,https://en.wikipedia.org/wiki/Darius_the_Great,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-xerxesi,egypt-pharaohs,-486,-465,Xerxès Ier,Xerxes I,https://fr.wikipedia.org/wiki/Xerx%C3%A8s_Ier,https://en.wikipedia.org/wiki/Xerxes_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-artaxerxesi,egypt-pharaohs,-465,-424,Artaxerxès Ier,Artaxerxes I,https://fr.wikipedia.org/wiki/Artaxerx%C3%A8s_Ier,https://en.wikipedia.org/wiki/Artaxerxes_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-dariusii,egypt-pharaohs,-424,-405,Darius II,Darius II,https://fr.wikipedia.org/wiki/Darius_II,https://en.wikipedia.org/wiki/Darius_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-artaxerxesii,egypt-pharaohs,-405,-404,Artaxerxès II,Artaxerxes II,https://fr.wikipedia.org/wiki/Artaxerx%C3%A8s_II,https://en.wikipedia.org/wiki/Artaxerxes_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-amyrtaeus,egypt-pharaohs,-404,-398,Amyrtée,Amyrtaeus,https://fr.wikipedia.org/wiki/Amyrt%C3%A9e,https://en.wikipedia.org/wiki/Amyrtaeus,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nepheritesi,egypt-pharaohs,-398,-393,Néphéritès Ier,Nepherites I,https://fr.wikipedia.org/wiki/N%C3%A9ph%C3%A9rit%C3%A8s_Ier,https://en.wikipedia.org/wiki/Nepherites_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-psammuthis,egypt-pharaohs,-393,-393,Psammouthis,Psammuthis,https://fr.wikipedia.org/wiki/Psammouthis,https://en.wikipedia.org/wiki/Psammuthes,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-hakor,egypt-pharaohs,-393,-380,Achoris,Hakor,https://fr.wikipedia.org/wiki/Achoris,https://en.wikipedia.org/wiki/Hakor,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nepheritesii,egypt-pharaohs,-380,-380,Néphéritès II,Nepherites II,https://fr.wikipedia.org/wiki/N%C3%A9ph%C3%A9rit%C3%A8s_II,https://en.wikipedia.org/wiki/Nepherites_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nectaneboi,egypt-pharaohs,-380,-362,Nectanébo Ier,Nectanebo I,https://fr.wikipedia.org/wiki/Nectanébo_Ier,https://en.wikipedia.org/wiki/Nectanebo_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-teos,egypt-pharaohs,-362,-360,Téos,Teos,https://fr.wikipedia.org/wiki/T%C3%A9os_(pharaon),https://en.wikipedia.org/wiki/Teos_of_Egypt,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-nectaneboii,egypt-pharaohs,-360,-343,Nectanébo II,Nectanebo II,https://fr.wikipedia.org/wiki/Nectanébo_II,https://en.wikipedia.org/wiki/Nectanebo_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-artaxerxesiii,egypt-pharaohs,-343,-338,Artaxerxès III,Artaxerxes III,https://fr.wikipedia.org/wiki/Artaxerx%C3%A8s_III,https://en.wikipedia.org/wiki/Artaxerxes_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-artaxerxesiv,egypt-pharaohs,-338,-336,Artaxerxès IV,Artaxerxes IV,https://fr.wikipedia.org/wiki/Artaxerx%C3%A8s_IV,https://en.wikipedia.org/wiki/Arses_of_Persia,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-khababash,egypt-pharaohs,-338,-335,Khababash,Khababash,https://fr.wikipedia.org/wiki/Khababash,https://en.wikipedia.org/wiki/Khababash,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-dariusiii,egypt-pharaohs,-336,-332,Darius III,Darius III,https://fr.wikipedia.org/wiki/Darius_III,https://en.wikipedia.org/wiki/Darius_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-alexanderthegreat,egypt-pharaohs,-332,-323,Alexandre le Grand,Alexander the Great,https://fr.wikipedia.org/wiki/Alexandre_le_Grand,https://en.wikipedia.org/wiki/Alexander_the_Great,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-philipiiiarrhidaeus,egypt-pharaohs,-323,-317,Philippe III,Philip III Arrhidaeus,https://fr.wikipedia.org/wiki/Philippe_III_(roi_de_Mac%C3%A9doine),https://en.wikipedia.org/wiki/Philip_III_of_Macedon,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-alexanderiv,egypt-pharaohs,-317,-309,Alexandre IV,Alexander IV,https://fr.wikipedia.org/wiki/Alexandre_IV_(roi_de_Mac%C3%A9doine),https://en.wikipedia.org/wiki/Alexander_IV_of_Macedon,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyisoter,egypt-pharaohs,-305,-285,Ptolémée Ier,Ptolemy I Soter,https://fr.wikipedia.org/wiki/Ptolémée_Ier,https://en.wikipedia.org/wiki/Ptolemy_I_Soter,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyiiphiladelphus,egypt-pharaohs,-285,-246,Ptolémée II,Ptolemy II Philadelphus,https://fr.wikipedia.org/wiki/Ptolémée_II,https://en.wikipedia.org/wiki/Ptolemy_II_Philadelphus,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyiiieuergetes,egypt-pharaohs,-246,-222,Ptolémée III,Ptolemy III Euergetes,https://fr.wikipedia.org/wiki/Ptolémée_III,https://en.wikipedia.org/wiki/Ptolemy_III_Euergetes,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyivphilopator,egypt-pharaohs,-222,-204,Ptolémée IV,Ptolemy IV Philopator,https://fr.wikipedia.org/wiki/Ptolémée_IV,https://en.wikipedia.org/wiki/Ptolemy_IV_Philopator,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyvepiphanes,egypt-pharaohs,-204,-180,Ptolémée V,Ptolemy V Epiphanes,https://fr.wikipedia.org/wiki/Ptolémée_V,https://en.wikipedia.org/wiki/Ptolemy_V_Epiphanes,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyviphilometor,egypt-pharaohs,-180,-145,Ptolémée VI,Ptolemy VI Philometor,https://fr.wikipedia.org/wiki/Ptolémée_VI,https://en.wikipedia.org/wiki/Ptolemy_VI_Philometor,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyviineosphilopator,egypt-pharaohs,-145,-144,Ptolémée VII,Ptolemy VII Neos Philopator,https://fr.wikipedia.org/wiki/Ptolémée_VII,https://en.wikipedia.org/wiki/Ptolemy_VII_Neos_Philopator,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyviiieuergetesii,egypt-pharaohs,-145,-116,Ptolémée VIII,Ptolemy VIII Euergetes II,https://fr.wikipedia.org/wiki/Ptolémée_VIII,https://en.wikipedia.org/wiki/Ptolemy_VIII_Physcon,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-cleopatraii,egypt-pharaohs,-131,-127,Cléopâtre II,Cleopatra II,https://fr.wikipedia.org/wiki/Cl%C3%A9opâtre_II,https://en.wikipedia.org/wiki/Cleopatra_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-cleopatraiii,egypt-pharaohs,-142,-101,Cléopâtre III,Cleopatra III,https://fr.wikipedia.org/wiki/Cl%C3%A9opâtre_III,https://en.wikipedia.org/wiki/Cleopatra_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyixsoterii,egypt-pharaohs,-116,-81,Ptolémée IX,Ptolemy IX Soter II,https://fr.wikipedia.org/wiki/Ptolémée_IX,https://en.wikipedia.org/wiki/Ptolemy_IX_Lathyros,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyxalexanderi,egypt-pharaohs,-110,-88,Ptolémée X,Ptolemy X Alexander I,https://fr.wikipedia.org/wiki/Ptolémée_X,https://en.wikipedia.org/wiki/Ptolemy_X_Alexander_I,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-bereniceiii,egypt-pharaohs,-81,-80,Bérénice III,Berenice III,https://fr.wikipedia.org/wiki/B%C3%A9r%C3%A9nice_III,https://en.wikipedia.org/wiki/Berenice_III,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyxialexanderii,egypt-pharaohs,-80,-80,Ptolémée XI,Ptolemy XI Alexander II,https://fr.wikipedia.org/wiki/Ptolémée_XI,https://en.wikipedia.org/wiki/Ptolemy_XI_Alexander_II,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyxiiauletes,egypt-pharaohs,-80,-51,Ptolémée XII,Ptolemy XII Auletes,https://fr.wikipedia.org/wiki/Ptolémée_XII,https://en.wikipedia.org/wiki/Ptolemy_XII_Auletes,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-bereniceiv,egypt-pharaohs,-58,-55,Bérénice IV,Berenice IV,https://fr.wikipedia.org/wiki/B%C3%A9r%C3%A9nice_IV,https://en.wikipedia.org/wiki/Berenice_IV,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-cleopatravii,egypt-pharaohs,-51,-30,Cléopâtre VII,Cleopatra VII,https://fr.wikipedia.org/wiki/Cl%C3%A9opâtre_VII,https://en.wikipedia.org/wiki/Cleopatra,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyxiii,egypt-pharaohs,-51,-47,Ptolémée XIII,Ptolemy XIII,https://fr.wikipedia.org/wiki/Ptolémée_XIII,https://en.wikipedia.org/wiki/Ptolemy_XIII_Theos_Philopator,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyxiv,egypt-pharaohs,-47,-44,Ptolémée XIV,Ptolemy XIV,https://fr.wikipedia.org/wiki/Ptolémée_XIV,https://en.wikipedia.org/wiki/Ptolemy_XIV_Philopator,,,,oklch(0.7384 0.0772 217.72),,
egypt:pharao-ptolemyxvcaesarion,egypt-pharaohs,-44,-30,Ptolémée XV,Ptolemy XV Caesarion,https://fr.wikipedia.org/wiki/Ptolémée_XV,https://en.wikipedia.org/wiki/Caesarion,,,,oklch(0.7384 0.0772 217.72),,
egypt:building-djoser-step-pyramid,egypt-buildings,-2670,-2650,Pyramide à degrés de Djéser,Step Pyramid of Djoser,https://fr.wikipedia.org/wiki/Complexe_fun%C3%A9raire_de_Dj%C3%A9ser,https://en.wikipedia.org/wiki/Step_Pyramid_of_Djoser,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-khufu-great-pyramid,egypt-buildings,-2560,-2540,Pyramide de Khéops,Great Pyramid of Giza,https://fr.wikipedia.org/wiki/Pyramide_de_Kh%C3%A9ops,https://en.wikipedia.org/wiki/Great_Pyramid_of_Giza,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-khafre-pyramid,egypt-buildings,-2558,-2532,Pyramide de Khéphren,Pyramid of Khafre,https://fr.wikipedia.org/wiki/Pyramide_de_Kh%C3%A9phren,https://en.wikipedia.org/wiki/Pyramid_of_Khafre,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-menkaure-pyramid,egypt-buildings,-2532,-2515,Pyramide de Mykérinos,Pyramid of Menkaure,https://fr.wikipedia.org/wiki/Pyramide_de_Myk%C3%A9rinos,https://en.wikipedia.org/wiki/Pyramid_of_Menkaure,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-great-sphinx,egypt-buildings,-2558,-2532,Sphinx de Gizeh,Great Sphinx of Giza,https://fr.wikipedia.org/wiki/Sphinx_de_Gizeh,https://en.wikipedia.org/wiki/Great_Sphinx_of_Giza,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-mentuhotep-ii-deir-el-bahari,egypt-buildings,-2060,-2010,Temple de Mentouhotep II (Deir el-Bahari),Temple of Mentuhotep II (Deir el-Bahari),https://fr.wikipedia.org/wiki/Deir_el-Bahari,https://en.wikipedia.org/wiki/Deir_el-Bahari,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-amenemhat-iii-hawara,egypt-buildings,-1860,-1815,Pyramide d'Amenemhat III (Hawara),Pyramid of Amenemhat III (Hawara),https://fr.wikipedia.org/wiki/Pyramide_d%27Amenemhat_III,https://en.wikipedia.org/wiki/Pyramid_of_Amenemhat_III,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-hatshepsut-deir-el-bahari,egypt-buildings,-1479,-1458,Temple d'Hatchepsout (Deir el-Bahari),Hatshepsut's Temple (Deir el-Bahari),https://fr.wikipedia.org/wiki/Temple_fun%C3%A9raire_d%27Hatchepsout,https://en.wikipedia.org/wiki/Mortuary_temple_of_Hatshepsut,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-abu-simbel,egypt-buildings,-1279,-1213,Temples d'Abou Simbel,Abu Simbel,https://fr.wikipedia.org/wiki/Temples_d%27Abou_Simbel,https://en.wikipedia.org/wiki/Abu_Simbel,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-medinet-habu,egypt-buildings,-1186,-1155,Médinet Habou (temple funéraire de Ramsès III),Medinet Habu (Mortuary Temple of Ramesses III),https://fr.wikipedia.org/wiki/M%C3%A9dinet_Habou,https://en.wikipedia.org/wiki/Medinet_Habu,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-luxor-temple,egypt-buildings,-1400,-1213,Temple de Louxor,Luxor Temple,https://fr.wikipedia.org/wiki/Temple_de_Louxor,https://en.wikipedia.org/wiki/Luxor_Temple,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-temple-of-horus-edfu,egypt-buildings,-237,-57,Temple d'Horus (Edfou),Temple of Horus,https://fr.wikipedia.org/wiki/Temple_d%27Horus_(Edfou),https://en.wikipedia.org/wiki/Temple_of_Edfu,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-kom-ombo-temple,egypt-buildings,-180,-47,Temple de Kom Ombo,Kom Ombo Temple,https://fr.wikipedia.org/wiki/Temple_de_Kom_Ombo,https://en.wikipedia.org/wiki/Kom_Ombo_Temple,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-khnum-temple-esna,egypt-buildings,-200,250,Temple de Khnoum (Esna),Esna Temple,https://fr.wikipedia.org/wiki/Esna,https://en.wikipedia.org/wiki/Esna_Temple,,,,oklch(0.8043 0.1077 80.01),,
egypt:building-philae,egypt-buildings,-380,394,Temple de Philae,Philae,https://fr.wikipedia.org/wiki/Philae,https://en.wikipedia.org/wiki/Philae,,,,oklch(0.8043 0.1077 80.01),,
